urls
https://edition.cnn.com/2024/04/16/europe/georgia-protests-foreign-agents-law-intl-latam/index.html
https://edition.cnn.com/2024/04/11/europe/ukraine-parliament-scrap-demobilization-plans-intl/index.html
https://edition.cnn.com/2024/04/16/europe/zelensky-signs-mobilization-law-intl-latam/index.html
https://edition.cnn.com/2024/02/08/europe/zaluzhnyi-ukraine-military-chief-dismissed-intl/index.html
https://edition.cnn.com/2024/04/07/europe/russian-controlled-zaporizhzhia-nuclear-reactor-damaged-following-drone-attack/index.html
https://edition.cnn.com/2024/04/11/europe/ukraine-power-plant-destroyed-russia-intl/index.html
https://edition.cnn.com/2024/04/22/europe/kharkiv-tv-tower-russian-missile-strike-intl-latam/index.html
https://edition.cnn.com/2024/04/18/africa/kenya-military-chief-dead-in-helicopter-crash-afr/index.html
https://edition.cnn.com/2024/04/22/asia/malaysia-lumut-navy-helicopter-crash-intl-hnk/index.html
https://edition.cnn.com/2024/04/16/middleeast/maghazi-refugee-camp-strike-gaza-intl-latam/index.html
https://edition.cnn.com/2024/04/22/middleeast/israeli-military-intelligence-chief-resigns-intl/index.html
https://edition.cnn.com/2024/04/22/middleeast/khan-younis-nasser-hospital-mass-grave-intl/index.html
https://edition.cnn.com/2024/04/17/politics/ukraine-israel-foreign-aid-bill/index.html
https://edition.cnn.com/2024/04/23/europe/weather-finland-snow-sahara-dust-greece-intl-latam/index.html
https://edition.cnn.com/2024/04/12/europe/russia-kazakhstan-floods-intl/index.html
https://edition.cnn.com/2024/02/28/australia/australia-victoria-wildfire-intl-hnk/index.html
https://edition.cnn.com/2024/04/23/americas/ana-estrada-peru-euthanasia-intl-latam/index.html
https://edition.cnn.com/2024/04/21/americas/ecuador-referendum-prison-director-killed-intl-latam/index.html
https://edition.cnn.com/2024/04/20/africa/nigerian-chess-champion-breaks-world-record-for-longest-chess-marathon-intl/index.html
https://edition.cnn.com/2024/04/06/africa/sierra-leone-emergency-kush-intl/index.html
https://edition.cnn.com/2024/04/21/us/delaware-state-university-fatal-shooting/index.html
https://edition.cnn.com/2024/04/20/us/memphis-shooting-orange-mound-block-party/index.html
https://edition.cnn.com/2024/04/20/us/2-children-killed-michigan-birthday-party/index.html
https://edition.cnn.com/2024/04/20/us/texas-shooting-confession-gonzales-county/index.html
https://edition.cnn.com/2024/04/20/middleeast/palestinian-ambulance-driver-shot-intl-latam/index.html
https://edition.cnn.com/2024/04/19/us/maryland-teens-senior-skip-day-shooting/index.html
https://edition.cnn.com/2024/04/12/us/brenham-texas-dps-truck-crash/index.html
https://edition.cnn.com/2024/04/13/australia/australia-multiple-people-stabbed-intl-hnk/index.html
https://edition.cnn.com/2023/12/03/us/queens-stabbing-4-dead-3-injured/index.html
https://edition.cnn.com/2024/03/07/americas/ottawa-mass-killing/index.html
https://edition.cnn.com/2023/05/30/india/india-delhi-girl-murder-video-outrage-intl-hnk/index.html
https://edition.cnn.com/2023/01/17/us/teen-murder-charge-dallas/index.html
https://edition.cnn.com/2023/05/01/us/tampa-serial-killer-guilty/index.html
https://edition.cnn.com/2023/05/13/us/texas-woman-abortion-killed/index.html
https://edition.cnn.com/2023/07/22/us/portland-good-samaritan-hospital-shooting/index.html
https://edition.cnn.com/2024/04/17/europe/russia-strike-chernihiv-ukraine-air-defense-intl/index.html
https://edition.cnn.com/2024/04/21/middleeast/mohammad-faris-syria-astronaut-obit-intl-latam/index.html
https://edition.cnn.com/2024/04/17/style/copenhagen-stock-exchange-fire-police-investigation-intl/index.html
https://edition.cnn.com/2024/04/08/africa/mozambique-ferry-boat-capsizes-intl/index.html
https://edition.cnn.com/2024/03/28/africa/bus-carrying-easter-worshippers-falls-off-cliff-intl/index.html
